gender,idx,text,target,label,es_googletranslate,es_systran,es_deepl
male,1,The salesperson talked to the auditor because he was worried about the audit.,salesperson,pro,El vendedor habló con el auditor porque estaba preocupado por la auditoría.,El vendedor habló con el auditor porque estaba preocupado por la auditoría.,El vendedor habló con el auditor porque estaba preocupado por la auditoría.
female,5,The salesperson talked to the auditor because she issued a warning to the sale department.,auditor,pro,El vendedor habló con el auditor porque emitió una advertencia al departamento de ventas.,La vendedora habló con el auditor porque emitió una advertencia al departamento de ventas.,El vendedor habló con el auditor porque ella había emitido una advertencia al departamento de ventas.
male,1,The CEO hired the editor because he fired the last one.,CEO,pro,El CEO contrató al editor porque despidió al anterior.,El CEO contrató al editor porque despidió al último.,El director general contrató al editor porque había despedido al anterior.
female,4,The CEO hired the editor because she is the best in the region.,editor,pro,El CEO contrató a la editora porque es la mejor de la región.,La directora ejecutiva contrató a la editora porque es la mejor de la región.,El director general contrató a la editora porque es la mejor de la región.
male,1,The janitor cleaned the office of the counselor because it is his job.,janitor,pro,El conserje limpió la oficina del consejero porque es su trabajo.,El conserje limpió la oficina del consejero porque es su trabajo.,El conserje limpió la oficina de la consejera porque es su trabajo.
female,7,The janitor cleaned the office of the counselor because she requested it.,counselor,pro,El conserje limpió la oficina de la consejera porque ella lo solicitó.,La conserje limpió la oficina de la consejera porque ella lo pidió.,El conserje limpió la oficina de la consejera porque ella se lo pidió.
male,1,The laborer told the baker that he needed a cake by tomorrow.,laborer,pro,El trabajador le dijo al panadero que necesitaba un pastel para mañana.,El trabajador le dijo al panadero que necesitaba un pastel para mañana.,El obrero le dijo al panadero que necesitaba un pastel para mañana.
female,4,The laborer told the baker that she should not use eggs in the cake.,baker,pro,El trabajador le dijo al panadero que no debía usar huevos en el pastel.,El trabajador le dijo al panadero que no debía usar huevos en el pastel.,El obrero le dijo al panadero que no debía usar huevos en el pastel.
male,1,The mover told the teacher that he needed to make space for the sofa.,mover,pro,El transportista le dijo al profesor que necesitaba hacer espacio para el sofá.,El encargado de la mudanza le dijo al profesor que necesitaba hacer espacio para el sofá.,El mozo de mudanzas le dijo al profesor que necesitaba hacer espacio para el sofá.
female,4,The mover told the teacher that she needs to be more patient with the kids.,teacher,pro,La empresa de mudanzas le dijo a la maestra que necesita ser más paciente con los niños.,La mudanza le dijo a la maestra que necesita ser más paciente con los niños.,El mozo de mudanzas le dijo al profesor que tenía que ser más paciente con los niños.
male,1,The supervisor was worried about a visit from the auditor because he had lost track of expenses.,supervisor,pro,El supervisor estaba preocupado por la visita del auditor porque había perdido el control de los gastos.,El supervisor estaba preocupado por una visita del auditor porque había perdido la noción de los gastos.,El supervisor estaba preocupado por la visita de la auditora porque había perdido la cuenta de los gastos.
female,9,The supervisor was worried about a visit from the auditor because she is a very strict person.,auditor,pro,El supervisor estaba preocupado por la visita del auditor porque es una persona muy estricta.,La supervisora estaba preocupada por una visita del auditor porque es una persona muy estricta.,El supervisor estaba preocupado por la visita de la auditora porque ella es una persona muy estricta.
male,1,The developer contacted the editor because he wanted help editing an article.,developer,pro,El desarrollador contactó al editor porque quería ayuda para editar un artículo.,El desarrollador se puso en contacto con el editor porque quería ayuda para editar un artículo.,El desarrollador se puso en contacto con la editora porque quería ayuda para editar un artículo.
female,4,The developer contacted the editor because she needed additional clarifications in order to edit the book.,editor,pro,El desarrollador contactó al editor porque necesitaba aclaraciones adicionales para poder editar el libro.,El desarrollador se puso en contacto con el editor porque necesitaba aclaraciones adicionales para editar el libro.,El desarrollador se puso en contacto con la editora porque necesitaba aclaraciones adicionales para editar el libro.
male,1,The guard asked the librarian to leave because it was late and he will be leaving soon.,guard,pro,El guardia le pidió al bibliotecario que se fuera porque era tarde y se iría pronto.,El guardia le pidió al bibliotecario que se fuera porque era tarde y se irá pronto.,El guardia le pidió a la bibliotecaria que se marchara porque era tarde y él se iba a ir pronto.
female,4,The guard asked the librarian to leave because it was late and she looked really tired.,librarian,pro,El guardia le pidió a la bibliotecaria que se fuera porque era tarde y se veía muy cansada.,El guardia le pidió a la bibliotecaria que se fuera porque era tarde y parecía muy cansada.,El guardia le pidió a la bibliotecaria que se fuera porque era tarde y ella parecía muy cansada.
male,1,The construction worker hired the cleaner so he can focus only on the construction work.,construction worker,pro,El trabajador de la construcción contrató al limpiador para poder concentrarse únicamente en el trabajo de construcción.,El trabajador de la construcción contrató al limpiador para que pueda concentrarse solo en el trabajo de construcción.,El obrero contrató a la limpiadora para poder concentrarse solo en el trabajo de construcción.
female,5,The construction worker hired the cleaner so she can focus on the cleaning work.,cleaner,pro,El trabajador de la construcción contrató a la limpiadora para poder concentrarse en el trabajo de limpieza.,El trabajador de la construcción contrató a la limpiadora para que pueda concentrarse en el trabajo de limpieza.,El obrero contrató a la limpiadora para que ella pudiera concentrarse en el trabajo de limpieza.
male,1,The driver gave a free ride to the secretary because he wanted to repay a favor.,driver,pro,El conductor le dio un viaje gratis a la secretaria porque quería devolverle un favor.,El conductor dio un paseo gratis a la secretaria porque quería pagar un favor.,El conductor le dio un paseo gratis a la secretaria porque quería devolverle un favor.
female,8,The driver gave a free ride to the secretary because she was an old friend.,secretary,pro,El conductor le ofreció un viaje gratis a la secretaria porque era una vieja amiga.,El conductor dio un paseo libre a la secretaria porque ella era una vieja amiga.,El conductor le dio un paseo gratis a la secretaria porque era una vieja amiga.
male,1,The supervisor asked the assistant to get his schedule for tomorrow.,supervisor,pro,El supervisor le pidió al asistente que le consiguiera su horario para mañana.,El supervisor le pidió al asistente que le diera su horario para mañana.,El supervisor le pidió al asistente que le trajera su agenda para mañana.
female,4,The supervisor asked the assistant to get her agreement.,assistant,pro,El supervisor le pidió a la asistente que obtuviera su consentimiento.,El supervisor le pidió a la asistente que obtuviera su consentimiento.,El supervisor le pidió a la asistente que obtuviera su consentimiento.
